pickup	dropoff	passengers	distance	fare	tip	tolls	total	color	payment	pickup_zone	dropoff_zone	pickup_borough	dropoff_borough
3/30/2019 18:52	3/30/2019 19:04	2	3.48	13	3.26	0	19.56	yellow	credit card	Midtown South	Upper East Side North	Manhattan	Manhattan
3/30/2019 15:08	3/30/2019 15:19	1	1.73	9.5	1	0	13.8	yellow	credit card	Lincoln Square East	Upper East Side South	Manhattan	Manhattan
3/6/2019 22:04	3/6/2019 22:12	4	1.11	7	2.16	0	12.96	yellow	credit card	Battery Park City	TriBeCa/Civic Center	Manhattan	Manhattan
3/16/2019 3:09	3/16/2019 3:17	1	1.6	7.5	1	0	12.3	yellow	credit card	West Village	East Village	Manhattan	Manhattan
3/25/2019 9:07	3/25/2019 9:30	1	2.92	16	4.82	0	24.12	yellow	credit card	Midtown Center	Hudson Sq	Manhattan	Manhattan
3/8/2019 16:26	3/8/2019 16:32	1	0.6	5.5	2.45	0	12.25	yellow	credit card	Midtown Center	Midtown South	Manhattan	Manhattan
3/16/2019 0:01	3/16/2019 0:27	1	5.24	21	3.5	0	28.3	yellow	credit card	Lincoln Square East	Steinway	Manhattan	Queens
3/7/2019 7:11	3/7/2019 7:11	1	1.6	2.5	0	0	5.8	yellow		Murray Hill	Murray Hill	Manhattan	Manhattan
3/25/2019 18:49	3/25/2019 18:55	1	1.64	7	3.39	0	14.69	yellow	credit card	Meatpacking/West Village West	TriBeCa/Civic Center	Manhattan	Manhattan
3/28/2019 21:26	3/28/2019 21:33	1	1	6.5	2.05	0	12.35	yellow	credit card	Midtown North	Garment District	Manhattan	Manhattan
3/25/2019 7:55	3/25/2019 8:03	1	1.6	7.5	2.16	0	12.96	yellow	credit card	Upper West Side North	Lincoln Square East	Manhattan	Manhattan
3/29/2019 9:44	3/29/2019 10:07	1	2.17	14.5	1	0	18.8	yellow	credit card	Upper East Side South	Garment District	Manhattan	Manhattan
3/31/2019 12:48	3/31/2019 12:58	1	1.56	8	1.7	0	13	yellow	credit card	Upper East Side South	Murray Hill	Manhattan	Manhattan
3/12/2019 15:04	3/12/2019 15:12	1	0.6	6	0	0	9.3	yellow	cash	Upper East Side South	Midtown East	Manhattan	Manhattan
3/24/2019 21:50	3/24/2019 22:04	1	4.39	15.5	0	0	19.3	yellow	cash	Yorkville West	Alphabet City	Manhattan	Manhattan
3/15/2019 13:06	3/15/2019 13:30	1	8.4	27.5	6.15	0	36.95	yellow	credit card	Lenox Hill East	Fort Greene	Manhattan	Brooklyn
3/5/2019 22:01	3/5/2019 22:22	1	4.36	18	4.36	0	26.16	yellow	credit card	Penn Station/Madison Sq West	Long Island City/Hunters Point	Manhattan	Queens
3/21/2019 16:33	3/21/2019 17:17	1	9.65	33	10.76	5.76	53.82	yellow	credit card	Midtown Center	LaGuardia Airport	Manhattan	Queens
3/27/2019 18:07	3/27/2019 18:17	1	2.7	10	2	0	16.3	yellow	credit card	Financial District North	Two Bridges/Seward Park	Manhattan	Manhattan
3/30/2019 21:45	3/30/2019 21:53	2	1.49	7.5	2.26	0	13.56	yellow	credit card	Upper West Side South	Morningside Heights	Manhattan	Manhattan
3/10/2019 5:10	3/10/2019 5:25	1	4.2	15.5	4.8	0	24.1	yellow	credit card	Meatpacking/West Village West	Lincoln Square West	Manhattan	Manhattan
3/23/2019 18:46	3/23/2019 18:59	1	2.8	11.5	2	0	16.8	yellow	credit card	Central Harlem	Lincoln Square East	Manhattan	Manhattan
3/5/2019 9:12	3/5/2019 9:19	1	0.5	6.5	1	0	10.8	yellow	credit card	Murray Hill	Midtown South	Manhattan	Manhattan
3/24/2019 17:06	3/24/2019 17:13	1	1.14	7	0	0	10.3	yellow	cash	Times Sq/Theatre District	Penn Station/Madison Sq West	Manhattan	Manhattan
3/7/2019 8:37	3/7/2019 9:02	1	9.4	28.5	1.59	0	33.39	yellow	credit card	Alphabet City	Melrose South	Manhattan	Bronx
3/5/2019 8:17	3/5/2019 8:29	1	0.91	8.5	2.36	0	14.16	yellow	credit card	Penn Station/Madison Sq West	Kips Bay	Manhattan	Manhattan
3/20/2019 13:02	3/20/2019 13:42	1	6.93	29.5	0	0	32.8	yellow	cash	Penn Station/Madison Sq West	Williamsburg (South Side)	Manhattan	Brooklyn
3/8/2019 2:41	3/8/2019 3:03	1	6.5	21.5	2	0	27.3	yellow	credit card	Clinton East	Cobble Hill	Manhattan	Brooklyn
3/2/2019 0:50	3/2/2019 0:58	1	1.5	7.5	1.7	0	13	yellow	credit card	Kips Bay	West Village	Manhattan	Manhattan
3/19/2019 15:20	3/19/2019 15:35	1	2	11.5	1.48	0	16.28	yellow	credit card	Lenox Hill West	Upper West Side North	Manhattan	Manhattan
3/7/2019 6:16	3/7/2019 6:57	1	13.04	37.58	0	0	38.38	yellow	credit card	Rosedale	Clinton Hill	Queens	Brooklyn
3/25/2019 16:09	3/25/2019 16:49	1	10.88	36	7.56	0	45.36	yellow	credit card	LaGuardia Airport	Brooklyn Heights	Queens	Brooklyn
3/8/2019 8:25	3/8/2019 8:43	2	1.7	12	1	0	16.3	yellow	credit card	Murray Hill	Midtown East	Manhattan	Manhattan
3/30/2019 0:55	3/30/2019 1:06	2	1.96	9	0	0	12.8	yellow	cash	West Chelsea/Hudson Yards	Midtown South	Manhattan	Manhattan
3/8/2019 2:37	3/8/2019 2:51	1	5.3	16.5	2	0	22.3	yellow	credit card	Midtown South	Central Harlem North	Manhattan	Manhattan
3/1/2019 8:25	3/1/2019 8:36	1	0.83	8	2.26	0	13.56	yellow	credit card	Upper East Side North	Midtown North	Manhattan	Manhattan
3/17/2019 1:02	3/17/2019 1:18	1	3.47	13.5	2.6	0	19.9	yellow	credit card	SoHo	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/2/2019 18:20	3/2/2019 18:44	1	6	22.5	0	0	25.8	yellow	cash	Midtown Center	Financial District South	Manhattan	Manhattan
3/7/2019 3:00	3/7/2019 3:08	5	2.32	8.5	2.46	0	14.76	yellow	credit card	Greenwich Village North	UN/Turtle Bay South	Manhattan	Manhattan
3/2/2019 15:08	3/2/2019 15:30	2	3.5	15.5	3.76	0	22.56	yellow	credit card	Flatiron	Financial District South	Manhattan	Manhattan
3/26/2019 17:03	3/26/2019 17:39	1	8.84	32	0	5.76	42.06	yellow	cash	LaGuardia Airport	Garment District	Queens	Manhattan
3/28/2019 14:07	3/28/2019 14:23	1	2.39	12	0	0	15.3	yellow	cash	Clinton East	West Village	Manhattan	Manhattan
3/12/2019 22:44	3/12/2019 22:56	2	2	10	0	0	13.8	yellow	cash	Lincoln Square East	Midtown Center	Manhattan	Manhattan
3/6/2019 17:26	3/6/2019 17:36	1	1.3	8	3.65	0	15.95	yellow	credit card	Lincoln Square West	Clinton East	Manhattan	Manhattan
3/11/2019 12:25	3/11/2019 12:30	1	0.89	5.5	0	0	6.3	yellow	credit card	Flushing	East Flushing	Queens	Queens
3/10/2019 12:16	3/10/2019 12:21	0	1.5	6.5	1.95	0	11.75	yellow	credit card	Lenox Hill West	Upper East Side North	Manhattan	Manhattan
3/16/2019 15:37	3/16/2019 15:46	2	1.46	8	1.2	0	12.5	yellow	credit card	West Village	Gramercy	Manhattan	Manhattan
3/13/2019 20:24	3/13/2019 20:33	1	1.42	8	2.36	0	14.16	yellow	credit card	Midtown South	East Village	Manhattan	Manhattan
3/20/2019 21:25	3/20/2019 21:31	1	1	6	1.47	0	11.27	yellow	credit card	Times Sq/Theatre District	Midtown Center	Manhattan	Manhattan
3/14/2019 13:28	3/14/2019 14:01	1	2.8	21	6.05	0	30.35	yellow	credit card	Upper West Side South	Penn Station/Madison Sq West	Manhattan	Manhattan
3/12/2019 9:17	3/12/2019 9:55	1	4.4	24.5	2.5	0	30.3	yellow	credit card	Upper West Side North	Midtown South	Manhattan	Manhattan
3/24/2019 14:49	3/24/2019 14:54	1	0.78	5.5	0	0	8.8	yellow	cash	Bloomingdale	Upper West Side South	Manhattan	Manhattan
3/22/2019 15:59	3/22/2019 16:10	1	0.52	8	2.26	0	13.56	yellow	credit card	Clinton East	Times Sq/Theatre District	Manhattan	Manhattan
3/26/2019 5:48	3/26/2019 5:52	1	1.03	5.5	0	0	6.8	yellow	cash	Old Astoria	Old Astoria	Queens	Queens
3/8/2019 19:09	3/8/2019 19:46	1	9.28	34	6.61	5.76	50.67	yellow	credit card	LaGuardia Airport	Gramercy	Queens	Manhattan
3/29/2019 14:36	3/29/2019 15:04	1	9.1	28	5.56	5.76	42.62	yellow	credit card	Midtown South	LaGuardia Airport	Manhattan	Queens
3/14/2019 22:01	3/14/2019 22:24	2	3.58	17	4.16	0	24.96	yellow	credit card	Clinton East	Little Italy/NoLiTa	Manhattan	Manhattan
3/21/2019 22:40	3/21/2019 22:57	1	3.2	13.5	3.46	0	20.76	yellow	credit card	Midtown East	West Village	Manhattan	Manhattan
3/31/2019 22:51	3/31/2019 22:55	1	0.67	4.5	1.66	0	9.96	yellow	credit card	West Village	Meatpacking/West Village West	Manhattan	Manhattan
3/7/2019 9:17	3/7/2019 9:22	1	0.98	6	1.86	0	11.16	yellow	credit card	Battery Park City	Hudson Sq	Manhattan	Manhattan
3/26/2019 8:08	3/26/2019 8:25	2	0.7	11.5	2.95	0	17.75	yellow	credit card	Midtown East	UN/Turtle Bay South	Manhattan	Manhattan
3/27/2019 11:03	3/27/2019 11:14	1	4.2	15	0	0	15.8	yellow		LaGuardia Airport	Forest Hills	Queens	Queens
3/23/2019 11:35	3/23/2019 11:42	6	0.73	6	2.32	0	11.62	yellow	credit card	Murray Hill	Garment District	Manhattan	Manhattan
3/19/2019 11:44	3/19/2019 12:05	1	2.52	14.5	0	0	17.8	yellow	cash	Times Sq/Theatre District	West Village	Manhattan	Manhattan
3/26/2019 21:03	3/26/2019 21:09	6	0.87	5.5	0	0	9.3	yellow	cash	Upper East Side North	Yorkville West	Manhattan	Manhattan
3/16/2019 22:51	3/16/2019 23:17	1	3.29	17.5	5.32	0	26.62	yellow	credit card	Lower East Side	East Chelsea	Manhattan	Manhattan
3/11/2019 18:51	3/11/2019 18:57	1	0.9	6	2.55	0	12.85	yellow	credit card	Midtown Center	Midtown East	Manhattan	Manhattan
3/30/2019 12:56	3/30/2019 13:12	1	3.07	13.5	1	0	17.8	yellow	credit card	Bloomingdale	Lenox Hill West	Manhattan	Manhattan
3/19/2019 8:15	3/19/2019 8:21	1	0.7	5.5	0	0	8.8	yellow	cash	Upper East Side North	Lenox Hill West	Manhattan	Manhattan
3/1/2019 17:20	3/1/2019 17:24	1	0.83	5	1.86	0	11.16	yellow	credit card	Upper East Side North	Upper East Side South	Manhattan	Manhattan
3/31/2019 17:36	3/31/2019 17:49	1	4.7	15.5	3.26	0	19.56	yellow	credit card	LaGuardia Airport	Sunnyside	Queens	Queens
3/27/2019 7:52	3/27/2019 8:00	1	1.2	7.5	2.15	0	12.95	yellow	credit card	Murray Hill	Midtown Center	Manhattan	Manhattan
3/12/2019 8:17	3/12/2019 8:38	1	4.7	18.5	4.35	0	26.15	yellow	credit card	Clinton East	Battery Park City	Manhattan	Manhattan
3/11/2019 0:27	3/11/2019 0:31	1	1.5	6	1.95	0	11.75	yellow	credit card	UN/Turtle Bay South	Gramercy	Manhattan	Manhattan
3/27/2019 18:12	3/27/2019 18:21	1	2.16	9	2.66	0	15.96	yellow	credit card	East Chelsea	Clinton West	Manhattan	Manhattan
3/6/2019 14:58	3/6/2019 15:16	1	1.67	12.5	0	0	15.8	yellow	cash	UN/Turtle Bay South	UN/Turtle Bay South	Manhattan	Manhattan
3/10/2019 10:35	3/10/2019 10:39	2	0.8	5	0	0	8.3	yellow	cash	Times Sq/Theatre District	Penn Station/Madison Sq West	Manhattan	Manhattan
3/19/2019 6:33	3/19/2019 6:39	1	1.48	7	2.06	0	12.36	yellow	credit card	Upper West Side North	Upper East Side North	Manhattan	Manhattan
3/19/2019 19:25	3/19/2019 19:29	2	0.61	4.5	1.76	0	10.56	yellow	credit card	Lenox Hill West	Lenox Hill West	Manhattan	Manhattan
3/16/2019 1:44	3/16/2019 1:49	1	1.42	6.5	2.06	0	12.36	yellow	credit card	East Village	Kips Bay	Manhattan	Manhattan
3/6/2019 13:33	3/6/2019 13:44	1	1.04	8.5	3.54	0	15.34	yellow	credit card	West Village	Penn Station/Madison Sq West	Manhattan	Manhattan
3/15/2019 21:39	3/15/2019 21:57	1	1.47	11.5	1	0	16.3	yellow	credit card	Midtown Center	Penn Station/Madison Sq West	Manhattan	Manhattan
3/30/2019 22:57	3/30/2019 23:15	5	2.32	12.5	2.44	0	18.74	yellow	credit card	Greenwich Village South	Murray Hill	Manhattan	Manhattan
3/29/2019 21:49	3/29/2019 22:13	2	2.9	16.5	0	0	20.3	yellow	cash	Penn Station/Madison Sq West	Lower East Side	Manhattan	Manhattan
3/11/2019 16:55	3/11/2019 17:12	1	1.9	11.5	3.15	0	18.95	yellow	credit card	TriBeCa/Civic Center	Gramercy	Manhattan	Manhattan
3/2/2019 20:58	3/2/2019 21:25	1	3.76	19	4.56	0	27.36	yellow	credit card	West Village	Upper East Side South	Manhattan	Manhattan
3/6/2019 17:11	3/6/2019 17:42	1	4.2	22	2	0	28.3	yellow	credit card	TriBeCa/Civic Center	Murray Hill	Manhattan	Manhattan
3/15/2019 16:13	3/15/2019 16:17	1	0.6	5	0	0	9.3	yellow	cash	Upper East Side South	Upper East Side South	Manhattan	Manhattan
3/2/2019 17:36	3/2/2019 17:46	1	1.7	8.5	1	0	12.8	yellow	credit card	Clinton East	East Chelsea	Manhattan	Manhattan
3/13/2019 14:26	3/13/2019 14:33	1	1.2	6.5	1	0	10.8	yellow	credit card	Midtown Center	Union Sq	Manhattan	Manhattan
3/17/2019 12:37	3/17/2019 12:59	1	1.7	14	1.73	0	19.03	yellow	credit card	Lincoln Square East	Sutton Place/Turtle Bay North	Manhattan	Manhattan
3/21/2019 4:38	3/21/2019 4:56	2	7.4	23.5	5.45	0	32.75	yellow	credit card	Lower East Side	Manhattan Valley	Manhattan	Manhattan
3/9/2019 23:05	3/9/2019 23:28	3	3.48	16.5	4.06	0	24.36	yellow	credit card	Lincoln Square East	Greenwich Village North	Manhattan	Manhattan
3/17/2019 12:10	3/17/2019 12:15	4	1.3	6	1	0	10.3	yellow	credit card	Upper East Side South	Yorkville West	Manhattan	Manhattan
3/30/2019 22:16	3/30/2019 22:43	5	2.47	17.5	4.26	0	25.56	yellow	credit card	West Village	Midtown North	Manhattan	Manhattan
3/7/2019 17:56	3/7/2019 18:05	1	1.2	7.5	1	0	12.8	yellow	credit card	Upper East Side North	East Harlem South	Manhattan	Manhattan
3/1/2019 14:04	3/1/2019 14:23	2	1.73	12.5	0	0	15.8	yellow	cash	Midtown South	Central Park	Manhattan	Manhattan
3/23/2019 13:53	3/23/2019 14:04	5	0.88	8	2.82	0	14.12	yellow	credit card	Midtown South	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/15/2019 9:40	3/15/2019 10:07	1	1.86	16	1.25	0	20.55	yellow	credit card	Flatiron	Midtown Center	Manhattan	Manhattan
3/22/2019 20:20	3/22/2019 20:24	2	0.58	5	1.76	0	10.56	yellow	credit card	Gramercy	East Village	Manhattan	Manhattan
3/5/2019 23:51	3/6/2019 0:07	1	4.2	15	3.75	0	22.55	yellow	credit card	Flatiron	Upper East Side North	Manhattan	Manhattan
3/13/2019 8:33	3/13/2019 8:43	4	2.1	9.5	2.05	0	12.35	yellow	credit card	East Harlem South	Morningside Heights	Manhattan	Manhattan
3/14/2019 8:56	3/14/2019 9:23	1	3.2	18.5	0	0	21.8	yellow	cash	Garment District	Upper West Side North	Manhattan	Manhattan
3/10/2019 6:37	3/10/2019 6:47	6	4.44	14.5	3.56	0	21.36	yellow	credit card	Yorkville West	Gramercy	Manhattan	Manhattan
3/19/2019 6:28	3/19/2019 6:29	1	0.17	3	0	0	7.3	yellow	cash	Lincoln Square West	Lincoln Square West	Manhattan	Manhattan
3/10/2019 22:07	3/10/2019 22:28	1	3.5	16	2	0	21.8	yellow	credit card	Upper West Side North	Penn Station/Madison Sq West	Manhattan	Manhattan
3/14/2019 16:22	3/14/2019 16:30	2	1.04	6.5	1.5	0	12.3	yellow	credit card	Central Park	Upper East Side North	Manhattan	Manhattan
3/31/2019 23:43	4/1/2019 0:13	5	12.25	37	0	0	40.8	yellow	cash	LaGuardia Airport	Williamsburg (South Side)	Queens	Brooklyn
3/6/2019 8:12	3/6/2019 8:53	1	16.43	47.5	6	0	56.8	yellow	credit card	Battery Park City	Briarwood/Jamaica Hills	Manhattan	Queens
3/11/2019 17:44	3/11/2019 18:03	1	2.15	13	3.46	0	20.76	yellow	credit card	Greenwich Village North	World Trade Center	Manhattan	Manhattan
3/27/2019 2:08	3/27/2019 2:38	1	9.6	31	0	0	32.3	yellow	cash	JFK Airport	East New York	Queens	Brooklyn
3/22/2019 19:25	3/22/2019 19:39	1	1.45	9.5	1	0	14.8	yellow	credit card	Midtown Center	Penn Station/Madison Sq West	Manhattan	Manhattan
3/14/2019 7:19	3/14/2019 7:27	1	1.8	8	2.25	0	13.55	yellow	credit card	Penn Station/Madison Sq West	Greenwich Village South	Manhattan	Manhattan
3/4/2019 7:43	3/4/2019 7:51	1	2.06	8.5	1	0	12.8	yellow	credit card	Upper East Side North	Midtown East	Manhattan	Manhattan
3/5/2019 14:20	3/5/2019 14:28	1	0.82	7	0	0	10.3	yellow	cash	Midtown North	Lincoln Square East	Manhattan	Manhattan
3/14/2019 8:22	3/14/2019 8:32	1	1.86	9.5	0	0	12.8	yellow	cash	Upper East Side South	Upper West Side North	Manhattan	Manhattan
3/24/2019 16:19	3/24/2019 16:27	3	0.9	6.5	1	0	10.8	yellow	credit card	Midtown North	Lenox Hill West	Manhattan	Manhattan
3/5/2019 19:50	3/5/2019 20:19	6	8.37	28	3.81	5.76	41.87	yellow	credit card	SoHo	Midwood	Manhattan	Brooklyn
3/14/2019 17:33	3/14/2019 17:41	5	1.7	8	0	0	12.3	yellow	cash	Two Bridges/Seward Park	Gramercy	Manhattan	Manhattan
3/3/2019 1:38	3/3/2019 1:49	5	2.07	9.5	2.66	0	15.96	yellow	credit card	SoHo	Kips Bay	Manhattan	Manhattan
3/24/2019 12:24	3/24/2019 12:33	1	1.72	8	3.39	0	14.69	yellow	credit card	Lenox Hill East	Midtown East	Manhattan	Manhattan
3/4/2019 17:17	3/4/2019 17:31	1	1.96	10.5	0	0	14.8	yellow	credit card	Midtown South	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/19/2019 15:04	3/19/2019 15:06	1	0.4	3.5	1.35	0	8.15	yellow	credit card		Upper East Side South		Manhattan
3/29/2019 14:08	3/29/2019 14:13	1	0.81	5.5	0	0	8.8	yellow	cash	East Chelsea	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/26/2019 14:26	3/26/2019 14:41	2	1.85	10.5	0	0	13.8	yellow	cash	East Village	Financial District South	Manhattan	Manhattan
3/7/2019 15:10	3/7/2019 15:17	1	1.18	7	3.09	0	13.39	yellow	credit card	Greenwich Village South	Union Sq	Manhattan	Manhattan
3/22/2019 8:18	3/22/2019 8:35	5	1.41	11.5	2.96	0	17.76	yellow	credit card	Midtown South	East Chelsea	Manhattan	Manhattan
3/29/2019 23:02	3/29/2019 23:36	1	4.7	22.5	0	0	26.3	yellow	cash	Lincoln Square West	Lower East Side	Manhattan	Manhattan
3/25/2019 6:31	3/25/2019 7:09	1	14.74	41.53	0	5.76	48.09	yellow	credit card	Soundview/Castle Hill	Financial District South	Bronx	Manhattan
3/23/2019 16:19	3/23/2019 16:22	1	0.73	4.5	1.95	0	9.75	yellow	credit card	Hudson Sq	Meatpacking/West Village West	Manhattan	Manhattan
3/15/2019 17:33	3/15/2019 17:48	1	1.66	11	0	0	15.3	yellow	cash	Lincoln Square East	Midtown East	Manhattan	Manhattan
3/17/2019 21:50	3/17/2019 21:53	1	0.41	4.5	1.66	0	9.96	yellow	credit card	West Village	Greenwich Village North	Manhattan	Manhattan
3/5/2019 13:20	3/5/2019 13:36	2	1.26	10.5	1.38	0	15.18	yellow	credit card	Upper East Side North	Lenox Hill West	Manhattan	Manhattan
3/4/2019 6:47	3/4/2019 6:49	2	0.82	4.5	1.56	0	9.36	yellow	credit card	Upper East Side South	Midtown East	Manhattan	Manhattan
3/12/2019 19:21	3/12/2019 19:31	2	1.74	9	2.16	0	12.96	yellow	credit card	Bloomingdale	Central Harlem North	Manhattan	Manhattan
3/6/2019 14:20	3/6/2019 14:26	2	1.23	6	1.86	0	11.16	yellow	credit card	Upper East Side South	Upper West Side North	Manhattan	Manhattan
3/9/2019 13:19	3/9/2019 13:29	5	0.96	7.5	0	0	10.8	yellow	cash	East Chelsea	Clinton East	Manhattan	Manhattan
3/15/2019 17:16	3/15/2019 17:25	1	1.3	7.5	0	0	11.8	yellow		Upper East Side North	Upper East Side South	Manhattan	Manhattan
3/12/2019 19:52	3/12/2019 19:52	3	0	120	33.2	12.5	166	yellow	credit card				
3/25/2019 0:02	3/25/2019 0:25	1	7.8	25.5	6	0	35.3	yellow	credit card	Greenwich Village South	Ridgewood	Manhattan	Queens
3/5/2019 9:59	3/5/2019 10:00	1	0.31	3	1	0	7.3	yellow	credit card	Upper West Side South	Upper West Side South	Manhattan	Manhattan
3/8/2019 0:09	3/8/2019 0:29	1	4.3	17	3	0	23.8	yellow	credit card	East Chelsea	Brooklyn Heights	Manhattan	Brooklyn
3/14/2019 13:31	3/14/2019 13:51	1	1.3	12.5	3.16	0	18.96	yellow	credit card	Midtown North	Midtown South	Manhattan	Manhattan
3/24/2019 20:39	3/24/2019 20:59	3	2.35	14	3.56	0	21.36	yellow	credit card	East Chelsea	Sutton Place/Turtle Bay North	Manhattan	Manhattan
3/30/2019 10:37	3/30/2019 10:53	1	2.11	11.5	4.44	0	19.24	yellow	credit card	Stuy Town/Peter Cooper Village	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/21/2019 21:45	3/21/2019 21:50	1	0.76	5	1.32	0	10.12	yellow	credit card	Greenwich Village North	Gramercy	Manhattan	Manhattan
3/14/2019 15:30	3/14/2019 15:35	5	0.5	5	2.49	0	10.79	yellow	credit card	Upper West Side South	Lincoln Square West	Manhattan	Manhattan
3/24/2019 12:11	3/24/2019 12:12	1	0.34	3.5	0	0	6.8	yellow	cash	Lenox Hill West	Lenox Hill West	Manhattan	Manhattan
3/2/2019 20:23	3/2/2019 20:27	1	0.9	5.5	0	0	9.3	yellow	cash	West Village	Penn Station/Madison Sq West	Manhattan	Manhattan
3/1/2019 14:47	3/1/2019 15:13	1	3.88	18.5	0	0	21.8	yellow	cash	World Trade Center	Clinton East	Manhattan	Manhattan
3/8/2019 0:06	3/8/2019 0:09	2	0.48	4	0	0	7.8	yellow	cash	East Village	Greenwich Village North	Manhattan	Manhattan
3/28/2019 11:30	3/28/2019 11:40	2	0.85	7.5	2.16	0	12.96	yellow	credit card	Midtown Center	Garment District	Manhattan	Manhattan
3/5/2019 23:57	3/6/2019 0:06	1	1.52	7.5	2.26	0	13.56	yellow	credit card	East Village	Meatpacking/West Village West	Manhattan	Manhattan
3/12/2019 22:15	3/12/2019 22:41	5	8.04	27	6.16	0	36.96	yellow	credit card	Greenwich Village South	Central Harlem	Manhattan	Manhattan
3/7/2019 14:27	3/7/2019 14:45	1	2.25	13	0	0	13.8	yellow	cash	Sunnyside	Elmhurst	Queens	Queens
3/19/2019 18:22	3/19/2019 18:37	1	1.9	11	1.5	0	16.8	yellow	credit card	Penn Station/Madison Sq West	Lincoln Square East	Manhattan	Manhattan
3/4/2019 10:03	3/4/2019 10:16	1	1.8	10.5	2.76	0	16.56	yellow	credit card	Midtown South	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/4/2019 13:07	3/4/2019 13:12	0	0.5	5	1.25	0	9.55	yellow	credit card	Upper East Side North	Upper East Side North	Manhattan	Manhattan
3/5/2019 18:01	3/5/2019 18:10	2	0.9	7.5	2.95	0	14.75	yellow	credit card	Union Sq	Murray Hill	Manhattan	Manhattan
3/14/2019 16:03	3/14/2019 16:24	1	1.6	13.5	3.56	0	21.36	yellow	credit card	Union Sq	Times Sq/Theatre District	Manhattan	Manhattan
3/30/2019 21:50	3/30/2019 21:51	2	0.3	3	2	0	8.8	yellow	credit card	Lenox Hill East	Yorkville West	Manhattan	Manhattan
3/13/2019 10:42	3/13/2019 10:53	2	0.82	8	2.26	0	13.56	yellow	credit card	Sutton Place/Turtle Bay North	Midtown East	Manhattan	Manhattan
3/19/2019 19:21	3/19/2019 19:40	1	5.21	19.5	4.76	0	28.56	yellow	credit card	Gramercy	Yorkville West	Manhattan	Manhattan
3/5/2019 14:04	3/5/2019 14:33	1	2.78	18	0	0	21.3	yellow	cash	Lenox Hill East	Clinton East	Manhattan	Manhattan
3/21/2019 11:47	3/21/2019 12:00	2	0.88	9	3.08	0	15.38	yellow	credit card	Midtown North	Lincoln Square East	Manhattan	Manhattan
3/19/2019 20:04	3/19/2019 20:18	1	2.27	11	2.96	0	17.76	yellow	credit card	Midtown South	Lenox Hill West	Manhattan	Manhattan
3/11/2019 14:47	3/11/2019 15:00	1	0.9	9	1	0	13.3	yellow	credit card	Midtown Center	Penn Station/Madison Sq West	Manhattan	Manhattan
3/16/2019 17:54	3/16/2019 18:30	1	6.34	27.5	6	0	36.8	yellow	credit card	Penn Station/Madison Sq West	East Williamsburg	Manhattan	Brooklyn
3/29/2019 8:35	3/29/2019 8:44	1	1.2	8	1.5	0	12.8	yellow	credit card	Lincoln Square East	Midtown North	Manhattan	Manhattan
3/8/2019 10:24	3/8/2019 10:31	1	1.23	7	2.06	0	12.36	yellow	credit card	West Village	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/2/2019 14:55	3/2/2019 15:02	1	0.43	6	1.86	0	11.16	yellow	credit card	Penn Station/Madison Sq West	Flatiron	Manhattan	Manhattan
3/20/2019 13:17	3/20/2019 13:27	1	1.18	8	0	0	11.3	yellow	cash	Gramercy	Greenwich Village South	Manhattan	Manhattan
3/20/2019 17:22	3/20/2019 17:30	1	0.86	6.5	2.16	0	12.96	yellow	credit card	East Village	Greenwich Village North	Manhattan	Manhattan
3/10/2019 11:53	3/10/2019 12:01	0	1	6.5	0	0	9.8	yellow	cash	Times Sq/Theatre District	West Chelsea/Hudson Yards	Manhattan	Manhattan
3/23/2019 3:12	3/23/2019 3:18	1	1.5	7	1.62	0	12.42	yellow	credit card	West Village	Little Italy/NoLiTa	Manhattan	Manhattan
3/15/2019 18:55	3/15/2019 19:06	1	2.26	9.5	2.76	0	16.56	yellow	credit card	Garment District	Sutton Place/Turtle Bay North	Manhattan	Manhattan
3/13/2019 12:15	3/13/2019 12:38	1	2.76	16	3.86	0	23.16	yellow	credit card	Flatiron	Upper East Side South	Manhattan	Manhattan
3/1/2019 0:29	3/1/2019 0:32	4	0.74	4.5	1	0	9.3	yellow	credit card	Meatpacking/West Village West	Meatpacking/West Village West	Manhattan	Manhattan
3/30/2019 14:13	3/30/2019 14:19	2	0.9	6	0	0	9.3	yellow	cash	Midtown North	Times Sq/Theatre District	Manhattan	Manhattan
3/22/2019 14:11	3/22/2019 14:19	1	1.31	7	2.06	0	12.36	yellow	credit card	Midtown South	Greenwich Village North	Manhattan	Manhattan
3/20/2019 13:03	3/20/2019 13:20	1	2.3	12.5	3.15	0	18.95	yellow	credit card	West Chelsea/Hudson Yards	Lincoln Square East	Manhattan	Manhattan
3/3/2019 10:03	3/3/2019 10:21	1	9.8	28	0	0	28.8	yellow	credit card	Central Harlem	Williamsbridge/Olinville	Manhattan	Bronx
3/30/2019 0:33	3/30/2019 0:41	6	1.75	8	1.2	0	13	yellow	credit card	Midtown North	Lenox Hill East	Manhattan	Manhattan
